"Id";"Data transakcji / wyceny";"Województwo";"Powiat";"Gmina";"Miejscowość";"Dzielnica";"Obręb geodezyjny";"Arkusz mapy";"Ulica";"Nr domu";"Nr lokalu";"Powierzchnia użytkowa (m2)";"Cena";"Cena m2 p.u.";"Cena z uwzględnieniem miejsca postojowego";"Cena m2 p.u. z uwzględnieniem miejsca postojowego";"Kondygnacja lokalu";"Liczba kondygnacji";"Liczba izb";"Rok budowy";"Rodzaj budynku";"Stan prawny lokalu";"Stan prawny gruntu";"Źródło informacji";"Opis";"Konstrukcja budynku";"Cena brutto";"Cena brutto m2 p.u.";"Cena brutto z uwzględnieniem miejsca postojowego";"Cena brutto m2 p.u. z uwzględnieniem miejsca postojowego";"Nr KW";"Sąd wieczystoksięgowy";"Nr aktu notarialnego";"Źródło danych do wpisu";"Sprzedający";"Kupujący";"Pomieszczenia przynależne - ilość";"Pomieszczenie przynależne - opis";"Cena p. przynależnego zawarta w cenie transakcyjnej";"Pomieszczenia przynależne - Cena za sztukę";"Liczba miejsc postojowych";"Rodzaj miejsca postojowego";"Cena m. postojowego zawarta w cenie transakcyjnej";"M. postojowe - Cena za sztukę";"Pomieszczenia inne przynależne";"Pozostałe obiekty";"Funkcjonalność lokalu";"Standard lokalu";"Powierzchnia użytkowa budynku";"Standard techniczny budynku";"Modernizowany w ostatnich 5 latach";"Ekspozycja lokalu";"Winda";"Kod pocztowy";"Osiedle";"Strefa miasta";"Otoczenie";"Dostępność komunikacyjna";"Źródło ceny";"Cena (waluta)";"Waluta";"Kurs waluty z dn. transakcji";"Stan prawny budynku";"Dział III KW lokalu";"Dział III KW gruntu";"Wartość rynkowa";"Wartość odtworzeniowa";"Stawka VAT";"M. postojowe - Stawka VAT";"Data utworzenia";"Data modyfikacji";"Wpisana przez";"Modyfikowana przez";"Świadectwo charakterystyki energetycznej";"Nr św. ch. energetycznej";"Wskaźnik zapotrzebowania na energię pierwotną (EP)";"Wskaźnik zapotrzebowania na energię pierwotną (EK)";"Numer działki";"Pole powierzchni gruntu";"Udział"
"";"2016-11-21";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Stabłowice (45)";"1;3";"ul. JODŁOWICKA ";"16 ";"9";"50.23";"235666.67";"4691.75";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;I kond., 3 pokoje, w tym jeden z aneksem kuchennym połączony z przedpokojem,łazienka, -prawo wyłącznego korzystania z miejsca postojowego nr 6P w garażuwieIostanowiskowym (kond. ""-1 "") przy ul. Jodłowickiej 16 oraz z ogródka przyleg. dolok.;Obręb: 0045 - Stabłowice, Ark.: 1;3, Nr dz.: 21/3;16/1,16/2;księga gruntowa: WR1K/00297335/5";"";"254520.00";"5067.09";"";"";"WR1K/00352426/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"26592/2016";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-062";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"21/3;16/1,16/2";"12895";"611/100000
"
"";"2017-01-30";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"21";"ul. JORDANOWSKA ";"71 ";"12";"55.09";"273682.41";"4967.91";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;II kondygnacja, trzy pokoje, w tym jeden z aneksem kuchennym połączony z dwomakotytarzami, łazienka i dwie garderoby.;Obręb: 0040 - Oporów, Ark.: 21, Nr dz.: 3/2";"";"295577.00";"5365.35";"";"";"WR1K/00204637/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"399/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-403";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3/2";"2188";"5509/115448
"
"";"2017-02-10";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"21";"ul. JORDANOWSKA ";"71 ";"156";"51.83";"276203.70";"5329.03";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;III kondygnacja, 2 pokoje w tym jeden z aneksem, dwóch korytarzy i łazienki;Obręb: 0040 - Oporów, Ark.: 21, Nr dz.: 3/2";"";"298300.00";"5755.35";"";"";"WR1K/00204637/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"13759/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-403";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3/2";"2188";"5183/115448
"
"";"2017-01-30";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"21";"ul. JORDANOWSKA ";"71 ";"4";"38.55";"192592.59";"4995.92";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;I kondygnacja, dwa pokoje, w tym jeden z aneksem kuchennym połączony zkorytarzem, łazienka i garderoba.;Obręb: 0040 - Oporów, Ark.: 21, Nr dz.: 3/2";"";"208000.00";"5395.59";"";"";"WR1K/00204637/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"435/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-403";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3/2";"2188";"3855/115448
"
"";"2017-01-31";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"21";"ul. JORDANOWSKA ";"71 ";"7";"63.85";"308244.44";"4827.63";"";"";"";"";"4";"";"wieIorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;II kondygnacja, cztery pokoje, w tym jeden z aneksem kuchennym połączony z dwomakorytarzami, łazienka, garderoba oraz przynależna komórka lokatorska o powierzchni1.29 m2, usytuowana na III kondygnacji naziemnej.;Obręb: 0040 - Oporów, Ark.: 21, Nr dz.: 3/2;księga gruntowa: WR1K/00204637/4";"";"332904.00";"5213.84";"";"";"WR1K/00355480/1";"Sąd Rejonowy dla Wrocławia - Krzyków";"477/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-403";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3/2";"2188";"6514/115448
"
"";"2016-12-30";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"3";"ul. JORDANOWSKA ";"76 ";"16";"51.02";"276851.85";"5426.34";"";"";"";"";"2";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;II kondygnacja, dwa pokoje, w tym jeden z kuchnią połączony z przedpokojem iłazienka.;Obręb: 0040 - Oporów, Ark.: 3, Nr dz.: 3/32";"";"299000.00";"5860.45";"";"";"WR1K/00325975/9";"Sąd Rejonowy dla Wrocławia - Krzyków";"119260/2016";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-403";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3/32";"4034";"810/100000
"
"";"2017-02-03";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"3";"ul. JORDANOWSKA ";"76 ";"26";"43.82";"218518.52";"4986.73";"";"";"";"";"1";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;III kondygnacja, 1 pojój, przedpokój z wnęką kuchenną, łazienka iantresoIa.;Obręb: 0040 - Oporów, Ark.: 3, Nr dz.: 3/32";"";"236000.00";"5385.67";"";"";"WR1K/00325975/9";"Sąd Rejonowy dla Wrocławia - Krzyków";"10214/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-403";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3/32";"4034";"696/100000
"
"";"2017-02-09";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"3";"ul. JORDANOWSKA ";"76 ";"27";"39.21";"210185.19";"5360.50";"";"";"";"";"1";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;III kondygnacja, 1 pokój, przedpokój z wnęką kuchenną, łazienka i antresola.;Obręb: 0040 - Oporów, Ark.: 3, Nr dz.: 3/32";"";"227000.00";"5789.34";"";"";"WR1K/00325975/9";"Sąd Rejonowy dla Wrocławia - Krzyków";"11861/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-403";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3/32";"4034";"622/100000
"
"";"2016-12-30";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"3";"ul. JORDANOWSKA ";"76 ";"3";"50.78";"265341.67";"5225.32";"";"";"";"";"3";"";"jednorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;I kondygnacja, trzy pokoje, w tym jeden z kuchnią połączony z przedpokojem i łazienka;Obręb: 0040 - Oporów, Ark.: 3, Nr dz.: 3/32";"";"286569.00";"5643.34";"";"";"WR1K/00325975/9";"Sąd Rejonowy dla Wrocławia - Krzyków";"119192/2016";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-403";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3/32";"4034";"806/100000
"
"";"2017-02-28";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"3";"ul. JORDANOWSKA ";"76 ";"4";"44.68";"237585.19";"5317.48";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto, cena miejsca postojowego oddzielnie;I kondygnacja, 2 pokoje w tym jeden z kuchnią połączony z przedpokojem i łazienka;Obręb: 0040 - Oporów, Ark.: 3, Nr dz.: 3/32";"";"256592.00";"5742.88";"";"";"WR1K/00325975/9";"Sąd Rejonowy dla Wrocławia - Krzyków";"18197/17";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-403";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3/32";"4034";"709/100000
"
"";"2016-12-14";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"3";"ul. JORDANOWSKA ";"76 ";"6";"44.62";"240904.63";"5399.03";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;I kondygnacja, 2 pokoje, w tym jeden z kuchnią połączony z przedpokojem i łazienka.;Obręb: 0040 - Oporów, Ark.: 3, Nr dz.: 3/32;księga gruntowa: WR1K/00325975/9";"";"260177.00";"5830.95";"";"";"WR1K/00353630/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"115917/2016";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-403";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3/32";"4034";"708/100000
"
"";"2017-03-09";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"3";"ul. JORDANOWSKA ";"76 ";"8";"50.63";"238875.00";"4718.05";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;I kondygnacja, 3 pokoje w tym jeden z kuchnią połączony z przedpokojem, łazienka;Obręb: 0040 - Oporów, Ark.: 3, Nr dz.: 3/32";"";"257985.00";"5095.50";"";"";"WR1K/00325975/9";"Sąd Rejonowy dla Wrocławia - Krzyków";"20860/25017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-403";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3/32";"4034";"804/100000
"
"";"2017-06-09";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Marszowice (34)";"19";"ul. JÓZEFA WĄSOWICZA ";"32 ";"2";"117.28";"515833.33";"4398.31";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"cena brutto;parter, 3 pokoje, w tym 1 pokój z aneksem kuchennym połączony z hoIem, 2 łazienki,przedsionek i garaż;Obręb: 0034 - Marszowice, Ark.: 19, Nr dz.: 2/150;księga gruntowa: WR1K/00252441/4";"";"557100.00";"4750.17";"";"";"WR1K/00360132/5";"Sąd Rejonowy dla Wrocławia - Krzyków";"7914/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-704";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2/150";"960";"1/2
"
"";"2017-07-21";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Marszowice (34)";"19";"ul. JÓZEFA WĄSOWICZA ";"34 ";"1";"162.27";"616325.00";"3798.15";"";"";"";"";"5";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"cena brutto;1 piętro, parter, 4 pokoje, w tym 1 pokój połączony z hoIem, kuchnia, łazienka, wc,pralnia, hoI, przedsionek i garaż;Obręb: 0034 - Marszowice, Ark.: 19, Nr dz.: 2/149;księga gruntowa: WR1K/00252443/8";"";"665631.00";"4102.00";"";"";"WR1K/00361891/0";"Sąd Rejonowy dla Wrocławia - Krzyków";"9871/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-704";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2/149";"1000";"1/2
"
"";"2017-02-22";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Marszowice (34)";"19";"ul. JÓZEFA WĄSOWICZA ";"7 ";"11";"61.72";"277777.78";"4500.61";"";"";"";"";"4";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto, udziały w pozostałych działkach i garaż - osobno;3 piętro, 3 pokoje,kuchnia,łazienka,hol, balkon;Obręb: 0034 - Marszowice, Ark.: 19, Nr dz.: 2/364;księga gruntowa: WR1K/00320306/4";"";"300000.00";"4860.66";"";"";"WR1K/00356219/8";"Sąd Rejonowy dla Wrocławia - Krzyków";"1092/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-704";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2/364";"1621";"4964/100000
"
"";"2017-03-24";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Marszowice (34)";"19";"ul. JÓZEFA WĄSOWICZA ";"7 ";"6";"66.87";"291018.52";"4352.00";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"AN przy zm.262/2017, brutto, cena za udział w pozostałych działkach igarażu- osobno;2 piętro, 3 pokoje w tym jeden z aneksem kuchennym, wc,łazienka,hoI;Obręb: 0034 - Marszowice, Ark.: 19, Nr dz.: 2/364;księga gruntowa: WR1K/00320306/4";"";"314300.00";"4700.16";"";"";"WR1K/00357271/7";"Sąd Rejonowy dla Wrocławia - Krzyków";"2858/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-704";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2/364";"1621";"4863/100000
"
"";"2017-04-04";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Marszowice (34)";"19";"ul. JÓZEFA WĄSOWICZA ";"7 ";"7";"46.21";"207166.67";"4483.16";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto, cena za udziały w dz.- osobno;2 piętro, 2 pokoje w tym jeden z aneksem kuchennym, łazienka,hoI, komórkalokatorska o pow.4.03m2;Obręb: 0034 - Marszowice, Ark.: 19, Nr dz.: 2/364;księga gruntowa: WR1K/00320306/4";"";"223740.00";"4841.81";"";"";"WR1K/00357543/5";"Sąd Rejonowy dla Wrocławia - Krzyków";"3304/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-704";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2/364";"1621";"3653/100000
"
"";"2017-02-22";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Marszowice (34)";"19";"ul. JÓZEFA WĄSOWICZA ";"9 ";"1";"46.28";"199074.07";"4301.51";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto, cena za pozostałe udziały w dz.- osobno; AN przy zm.265/2017;parter, 2 pokoje w tym jeden z aneksem kuchennym, łazienka,hoI;Obręb: 0034 - Marszowice, Ark.: 19, Nr dz.: 2/364;księga gruntowa: WR1K/00320306/4";"";"215000.00";"4645.64";"";"";"WR1K/00356229/1";"Sąd Rejonowy dla Wrocławia - Krzyków";"1101/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-704";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2/364";"1621";"3365/100000
"
"";"2017-05-10";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Marszowice (34)";"19";"ul. JÓZEFA WĄSOWICZA ";"9 ";"10";"66.8";"290740.74";"4352.41";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto, cena za udział w pozostałych dz. - osobno, AN przy zm.328/2017;3 piętro, 3 pokoje w tym jeden z aneksem kuchennym, wc, łazienka, hoI;Obręb: 0034 - Marszowice, Ark.: 19, Nr dz.: 2/364;księga gruntowa: WR1K/00320306/4";"";"314000.00";"4700.60";"";"";"WR1K/00358824/6";"Sąd Rejonowy dla Wrocławia - Krzyków";"5297/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-704";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2/364";"1621";"4857/100000
"
"";"2017-02-22";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Marszowice (34)";"19";"ul. JÓZEFA WĄSOWICZA ";"9 ";"9";"46.18";"210185.19";"4551.43";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto, ceny za udziały w pozostałych działkach- osobno- AN przyzm.249/2017;3 piętro, 2 pokoje w tym jeden z aneksem kuchennym, łazienka,hoI, komórkalokatorska o pow.7.03m2, balkon;Obręb: 0034 - Marszowice, Ark.: 19, Nr dz.: 2/364;księga gruntowa: WR1K/00320306/4";"";"227000.00";"4915.55";"";"";"WR1K/00356208/8";"Sąd Rejonowy dla Wrocławia - Krzyków";"1079/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-704";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2/364";"1621";"3869/100000
"
"";"2017-06-27";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Muchobór Wielki (38)";"18";"ul. JURIJA GAGARINA ";"14a ";"1";"78.63";"469444.44";"5970.30";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;parter, 3 pokoje, w tym jeden z aneksem kuchennym, łazienka;Obręb: 0038 - Muchobór Wielki, Ark.: 18, Nr dz.: 11/59,11/60;księga gruntowa: WR1K/00228119/1";"";"507000.00";"6447.92";"";"";"WR1K/00344478/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"1810/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-620";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"11/59,11/60";"1173";"431/10000
"
"";"2017-06-20";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Muchobór Wielki (38)";"18";"ul. JURIJA GAGARINA ";"40 ";"10";"62.35";"185318.52";"2972.23";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;3 kondygnacja, 3 pokoje w tym jeden z kuchnią i przedsionkiem, łazienka;Obręb: 0038 - Muchobór Wielki, Ark.: 18, Nr dz.: 37/1;księga gruntowa: WR1K/00242582/1";"";"200144.00";"3210.01";"";"";"WR1K/00352505/2";"Sąd Rejonowy dla Wrocławia - Krzyków";"4648/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-620";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"37/1";"4996";"6235/565314
"
"";"2017-06-20";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Muchobór Wielki (38)";"18";"ul. JURIJA GAGARINA ";"40 ";"11";"55.1";"163769.44";"2972.22";"";"";"";"";"2";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;3 kondygnacja, 2 pokoje w tym jeden z kuchnią, przedsionek, łazienka;Obręb: 0038 - Muchobór Wielki, Ark.: 18, Nr dz.: 37/1;księga gruntowa: WR1K/00242582/1";"";"176871.00";"3210.00";"";"";"WR1K/00352507/6";"Sąd Rejonowy dla Wrocławia - Krzyków";"4648/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-620";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"37/1";"4996";"5510/565314
"
"";"2017-06-20";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Muchobór Wielki (38)";"18";"ul. JURIJA GAGARINA ";"40 ";"12";"53.59";"159281.48";"2972.22";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;3 kondygnacja, 2 pokoje w tym jeden z kuchnią i przedsionkiem, łazienka;Obręb: 0038 - Muchobór Wielki, Ark.: 18, Nr dz.: 37/1";"";"172024.00";"3210.00";"";"";"WR1K/00242582/1";"Sąd Rejonowy dla Wrocławia - Krzyków";"4648/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-620";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"37/1";"4996";"5359/565314
"
"";"2017-06-20";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Muchobór Wielki (38)";"18";"ul. JURIJA GAGARINA ";"40 ";"13";"77.78";"231179.63";"2972.22";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek pierwotny";"brutto;3 kondygnacja, 3 pokoje w tym jeden z kuchnią i przedsionkiem, łazienka;Obręb: 0038 - Muchobór Wielki, Ark.: 18, Nr dz.: 37/1";"";"249674.00";"3210.00";"";"";"WR1K/00242582/1";"Sąd Rejonowy dla Wrocławia - Krzyków";"4648/2017";"RCiWN";"osoba prawna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-620";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"37/1";"4996";"7778/565314
"
